Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Question Key,Response
1,1592668603705,20/06/2020 15:56:43,1592668603249,-5,20/06/2020 10:56:43,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,BEGIN QUESTIONNAIRE,
2,1592668619588,20/06/2020 15:56:59,1592668619169,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-accent-3,Midwestern
3,1592668619747,20/06/2020 15:56:59,1592668619170,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-accent-text,
4,1592668619747,20/06/2020 15:56:59,1592668619170,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-sex-2,Male
5,1592668619747,20/06/2020 15:56:59,1592668619170,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-ethnicity-2,Not Hispanic or Latino
6,1592668619747,20/06/2020 15:56:59,1592668619170,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-race-5,White
7,1592668619747,20/06/2020 15:56:59,1592668619170,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-handedness,Right-handed
8,1592668619747,20/06/2020 15:56:59,1592668619171,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,response-handedness-quantised,1
9,1592668619747,20/06/2020 15:56:59,1592668619171,-5,20/06/2020 10:56:59,20280,9,questionnaire-d7os,,5715821,5ea1e08c9315030d25de2c39,1595955,,complete,,5eee31780171100605f12126,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,2561x1440,2560x1330,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order2,END QUESTIONNAIRE,15922
1,1592668612722,20/06/2020 15:56:52,1592668612579,-4,20/06/2020 11:56:52,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1440x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,BEGIN QUESTIONNAIRE,
2,1592668625174,20/06/2020 15:57:05,1592668625108,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-accent-3,Midwestern
3,1592668625314,20/06/2020 15:57:05,1592668625110,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-accent-text,
4,1592668625314,20/06/2020 15:57:05,1592668625110,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-sex-2,Male
5,1592668625314,20/06/2020 15:57:05,1592668625111,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-ethnicity-2,Not Hispanic or Latino
6,1592668625314,20/06/2020 15:57:05,1592668625111,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-race-5,White
7,1592668625314,20/06/2020 15:57:05,1592668625111,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-handedness,Right-handed
8,1592668625314,20/06/2020 15:57:05,1592668625111,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,response-handedness-quantised,1
9,1592668625314,20/06/2020 15:57:05,1592668625111,-4,20/06/2020 11:57:05,20280,9,questionnaire-d7os,,5715822,5db37bb9da032c000f9e04fa,1595956,,complete,,5eee317dd3c4542a1b6ad8cc,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 83.0.4103.97,1440x900,1425x820,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,nw_nw_order1,END QUESTIONNAIRE,12532
1,1592668653756,20/06/2020 15:57:33,1592668653275,-4,20/06/2020 11:57:33,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1920x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,BEGIN QUESTIONNAIRE,
2,1592668697013,20/06/2020 15:58:17,1592668696570,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-accent-7,Do not know
3,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-accent-text,
4,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-sex-2,Male
5,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-ethnicity-2,Not Hispanic or Latino
6,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-race-5,White
7,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-handedness,Right-handed
8,1592668697154,20/06/2020 15:58:17,1592668696573,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,response-handedness-quantised,1
9,1592668697154,20/06/2020 15:58:17,1592668696574,-4,20/06/2020 11:58:16,20280,9,questionnaire-d7os,,5715832,5ecdc5dbb53e7d13adad9d7e,1595959,,complete,,5eee318205c6952ab7f28aa8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1903x969,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order3,END QUESTIONNAIRE,43298
1,1592668702671,20/06/2020 15:58:22,1592668702531,-7,20/06/2020 08:58:22,20280,9,questionnaire-d7os,,5715839,56492ba96902220005c4a768,1595960,,complete,,5eee31552df2152a01442746,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x789,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,w_nw_order1,BEGIN QUESTIONNAIRE,
