Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Question Key,Response
1,1589575326212,15/05/2020 20:42:06,1589575326073,-4,15/05/2020 16:42:06,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,BEGIN QUESTIONNAIRE,
2,1589575340651,15/05/2020 20:42:20,1589575340572,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-3,Midwestern
3,1589575340807,15/05/2020 20:42:20,1589575340574,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-text,
4,1589575340807,15/05/2020 20:42:20,1589575340574,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-sex-1,Female
5,1589575340807,15/05/2020 20:42:20,1589575340574,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-ethnicity-2,Not Hispanic or Latino
6,1589575340807,15/05/2020 20:42:20,1589575340574,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-race-4,Black or African American
7,1589575340807,15/05/2020 20:42:20,1589575340575,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness,Right-handed
8,1589575340807,15/05/2020 20:42:20,1589575340575,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness-quantised,1
9,1589575340807,15/05/2020 20:42:20,1589575340575,-4,15/05/2020 16:42:20,17840,3,questionnaire-d7os,,4964959,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,END QUESTIONNAIRE,14502
1,1589575858929,15/05/2020 20:50:58,1589575858795,-4,15/05/2020 16:50:58,17840,3,questionnaire-d7os,,4965077,5e7ce396ded6d3350759146b,1408533,,complete,,5ebf0040fa0c6a10dd0520d0,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1366x768,1366x657,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order2,BEGIN QUESTIONNAIRE,
